GEOID,GEONAME,CountyCity,MedianAge,LiveInStateWhereBorn,HouseholdSize,Income,Foodstamps,People18Poverty,People65Poverty,PeopleAllPoverty,NoHealthInsurance,MarriedCoupleHousehold,WomenNeverMarried,MenNeverMarried,Veterans,HasBroadband,filter_$,FSGroups,HIGroups
05000US39095,"Lucas County, Ohio",County,38,79.2,2.3,49448,18,26.8,9.1,18.2,6.5,39,32.9,39.9,6.1,84.8,0,Highest,Medium
05000US39099,"Mahoning County, Ohio",County,43.4,80.5,2.22,47170,16.3,27.8,9,18.4,5.4,38.6,31.9,38.4,7.6,84.4,0,Highest,Lowest
05000US39101,"Marion County, Ohio",County,42.4,85.5,2.37,50608,17.5,19.4,6.6,14.8,5.2,43.8,23.1,37,7.7,85.9,0,Highest,Lowest
05000US39103,"Medina County, Ohio",County,42.8,81.9,2.53,76468,5.8,6.5,4.5,4.9,4.3,57.1,21.5,28.7,6.9,85.7,0,Lowest,Lowest
05000US39109,"Miami County, Ohio",County,40.8,79.2,2.57,62451,9,11.6,7.2,9.4,6.9,50.4,23.5,31.3,10.5,86.5,0,Medium_Low,Medium
05000US39113,"Montgomery County, Ohio",County,39,74.5,2.28,54537,13,23.1,8.1,15.5,7.4,39.2,31.6,38,8.1,85.6,0,Medium_High,Medium
05000US39119,"Muskingum County, Ohio",County,42,88.5,2.52,51844,18.8,23.6,5.2,15.9,5.8,49.1,25.8,35.6,8.8,83.5,0,Highest,Lowest
05000US39133,"Portage County, Ohio",County,38.1,80.8,2.54,56679,13,14.2,7.6,12.5,5.5,47.5,33.9,41.8,6.6,84.8,0,Medium_High,Lowest
05000US39139,"Richland County, Ohio",County,41.5,81.4,2.29,51783,14,19.8,7.1,13.1,7.3,48.7,21.6,30.7,9,82.4,0,Medium_High,Medium
05000US39141,"Ross County, Ohio",County,40.5,87.9,2.5,55717,18.6,17,12.3,15.2,5.6,46.2,22.9,35,10.5,86.2,0,Highest,Lowest
05000US39145,"Scioto County, Ohio",County,40.2,83.1,2.45,45571,27.8,32.8,16.3,23.1,6.3,44.6,21.9,36.1,7.5,81.5,0,Highest,Lowest
05000US39151,"Stark County, Ohio",County,42.6,84.9,2.34,55499,13.1,19.4,8.1,13.2,6.2,44.8,27.7,34.3,7.7,84.4,0,Medium_High,Lowest
05000US39153,"Summit County, Ohio",County,41.2,80.4,2.37,57364,12.7,22.2,8.2,14.3,6.5,43.2,28.3,36.3,6.5,87.3,0,Medium_High,Medium
05000US39155,"Trumbull County, Ohio",County,44.6,78.2,2.31,47087,12.4,25.6,8.8,15.7,8.6,41.8,26.6,34.3,9.4,78.7,0,Medium_High,Medium
05000US39157,"Tuscarawas County, Ohio",County,41.6,89.3,2.47,53616,11.3,18.9,10,11.7,11.1,51.4,24.2,26.6,6.9,78.9,0,Medium_High,Highest
05000US39165,"Warren County, Ohio",County,39.4,70.8,2.68,90837,3.7,3.6,4.1,4,3.3,62.6,21.6,30.9,7.5,93.3,0,Lowest,Lowest
05000US39169,"Wayne County, Ohio",County,38.8,84,2.5,57458,9.1,13.6,9.9,9.8,15.7,52.1,26.5,32.1,7,80.3,0,Medium_Low,Highest
05000US39173,"Wood County, Ohio",County,34.7,80.7,2.42,63791,6.3,11.2,4.5,11.7,4.1,44.9,36.2,40,6.7,88.1,0,Lowest,Lowest
16000US3901000,"Akron city, Ohio",City,38,81.1,2.29,41013,21.5,38.7,13.3,23.6,9.5,30.1,38.8,47,5.2,84.8,0,Highest,Medium
16000US3912000,"Canton city, Ohio",City,38.3,83.8,2.12,32125,32,56.9,14,31.9,6.8,26,41.8,44.4,8.3,75,0,Highest,Medium
16000US3915000,"Cincinnati city, Ohio",City,32.5,73.4,2.11,46260,14.9,32.2,12.3,23.1,7.9,26,48.7,54.6,4.9,85.5,0,Highest,Medium
16000US3916000,"Cleveland city, Ohio",City,35.5,79,2.14,32053,32.7,46.1,22.7,30.8,7.2,19.7,48.7,56.1,5.7,69.3,0,Highest,Medium
16000US3918000,"Columbus city, Ohio",City,32.4,72.5,2.38,57118,11.9,23.7,11.9,16.3,9.3,33.5,41.9,47.6,5.7,89.7,0,Medium_High,Medium
16000US3921000,"Dayton city, Ohio",City,33,76.7,2.23,33116,25.4,42.6,18,29.6,10.1,23.5,46.7,53.8,6.5,79.5,0,Highest,Medium
16000US3944856,"Lorain city, Ohio",City,35.9,79.5,2.54,36162,25.7,41.7,15.4,26.7,9.4,28,39.1,47.9,8,72.7,0,Highest,Medium
16000US3961000,"Parma city, Ohio",City,42.4,85.8,2.24,57376,10.3,13.8,6.7,8.7,4.1,41.3,28.2,33.9,6.5,86.3,0,Medium_High,Lowest
16000US3977000,"Toledo city, Ohio",City,35.6,77.8,2.19,36709,24.2,37.6,13,25.2,8.6,28.3,39.5,47.6,6.1,81.4,0,Highest,Medium
16000US3988000,"Youngstown city, Ohio",City,39.4,78.3,2.09,29143,33.2,56.9,12.3,37.9,8.2,21.2,46.1,56.4,7.5,77.7,0,Highest,Medium
